rMAGs,Completeness (%),Contamination (%),EGS (Mbp),group,phylum,class,order,family,genus
ERR8977360_bin.17,81.10318792,2.135448444,1.544828132,WWTP,Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA2658
ERR8977360_bin.19,84.07279283,1.422155689,1.895144349,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium
ERR8977360_bin.34,82.49377694,2.941176471,5.590572768,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Comamonas
ERR8977360_bin.35,97.43589744,0.427350427,2.392107529,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__26B
ERR8977360_bin.6,90.61181435,0.810917722,3.101921637,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A
ERR8977360_bin.7,76.14552258,5.062305296,2.14416228,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas
ERR8977404_bin.11,81.50470219,0,2.41181545,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CTSOIL-112
ERR8977404_bin.12,90.0606364,4.303515799,2.176452131,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas
ERR8977404_bin.17,79.7258915,3.239637075,2.276889953,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
ERR8977404_bin.2,88.74172185,2.152317881,3.502324939,WWTP,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Brooklawnia
ERR8977404_bin.20,93.59433943,3.051948052,5.068756821,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
ERR8977404_bin.21,98.08219178,4.222983257,2.802773104,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
ERR8977404_bin.9,87.53151261,1.569190895,2.797248327,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Cloacibacterium
ERR8977421_bin.10,92.77389277,2.342657343,1.748080855,WWTP,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae,g__
ERR8977421_bin.17,84.48275862,1.724137931,3.468894896,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Vitreoscilla
ERR8977421_bin.3,97.30392157,0.95430169,2.508436757,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria
ERR8977433_bin.14,99.36305732,0,2.748496346,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA1066
ERR8977433_bin.17,90.34116418,2.794879171,2.353818263,WWTP,Firmicutes,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister
ERR8977433_bin.19,77.95310103,0.690335306,2.495940986,WWTP,Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__
ERR8977433_bin.2,97.68907563,4.131652661,3.76007829,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio
ERR8977433_bin.24,84.26966292,0,1.7023386,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
ERR8977433_bin.27,81.95427808,1.265822785,1.800855348,WWTP,Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__
ERR8977433_bin.29,99.04761905,1.26984127,2.010545466,WWTP,Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia
ERR8977433_bin.32,84.70803991,0.938967136,2.263325826,WWTP,Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__UBA7485
ERR8977433_bin.41,93.87289936,1.796407186,2.304967082,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__
ERR8977433_bin.44,97.02380952,0.496031746,2.661858277,WWTP,Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfobulbaceae,g__Desulfobulbus
ERR8977433_bin.49,95.66037736,1.446540881,2.028220274,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus_A
SL254680_bin.11,98.14241486,0.464396285,3.375494198,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Comamonas
SL254680_bin.17,100,0,4.394464,Surface,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Dysgonomonas
SL254680_bin.18,98.5566207,1.330698498,4.960817715,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter
SL254680_bin.2,100,0,4.018506,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Alcaligenes
SL254680_bin.3,99.84126984,1.693121693,6.594548041,Surface,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium
SL254681_bin.1,95.5399061,0.704225352,3.494137696,Surface,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Paraclostridium
SL254681_bin.12,98.73417722,1.793248945,4.613334265,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lacrimispora
SL254681_bin.13,95.51724138,4.827586207,4.004342681,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_F
SL254681_bin.14,93.52534562,1.27688172,4.662739455,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_T
SL254681_bin.2,96.95250105,1.007025761,4.115079985,Surface,Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226,g__Robertmurraya
SL254681_bin.3,98.67647059,2.113033449,5.319330309,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_A
SL254681_bin.6,98.56321839,3.544061303,4.455910472,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Kineothrix
SL254681_bin.7,91.02941176,0.720544816,5.542301678,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus
SL254681_bin.8,99.33774834,0.463576159,4.935813784,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Lysinibacillus
SL254681_bin.9,99.77628635,2.013422819,4.422160378,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerocolumna
SL254692_bin.10,92.30543029,2.056353341,5.589350571,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia
SL254692_bin.8,95.12418405,0.758823529,6.685778662,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus
SL254692_bin.9,99.70588235,1.208267091,6.317984702,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus
SL254705_bin.1,98.6013986,4.545454545,3.245245969,Surface,Firmicutes,c__Clostridia,o__Tissierellales,f__Tissierellaceae,g__Tissierella
SL254705_bin.10,93.18742476,1.436011905,4.526625243,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Franconibacter
SL254705_bin.12,79.81191223,2.586206897,5.943643074,Surface,Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226,g__Niallia
SL254705_bin.14,95.82373272,1.099792492,3.817724833,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
SL254705_bin.15,96.66666667,0.55187638,4.238999755,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Lysinibacillus
SL254705_bin.2,90.56356385,1.772453412,4.980355555,Surface,Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226,g__Niallia
SL254705_bin.3,97.77339901,1.781609195,3.778359238,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_J
SL254705_bin.4,97.36471861,0.432900433,4.837177917,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_P
SL254705_bin.6,88.8641372,0.366666667,6.398036515,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus
SL254705_bin.8,99.98935377,0.300414657,5.184752881,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_B
SL254705_bin.9,93.76536867,0.711805556,4.339742318,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pseudescherichia
SL254706_bin.1,91.44614773,1.94346058,5.142786755,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL254706_bin.11,88.35886555,0,5.007687652,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lacrimispora
SL254706_bin.13,97.23481541,0.965701805,4.793785449,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__UBA7405
SL254706_bin.17,99.53271028,0.11682243,5.567561876,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Achromobacter
SL254706_bin.3,99.44920091,0.547945205,3.587062631,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
SL254706_bin.4,95.30201342,2.348993289,4.61137786,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerosporobacter
SL254706_bin.5,96.8309486,0,5.156792402,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_A
SL254706_bin.8,99.90583804,0.141242938,5.2585862,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium
SL254740_bin.1,99.10514541,1.342281879,4.797983819,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerocolumna
SL254740_bin.4,98.79511998,0.954069524,3.595582424,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_F
SL254752_bin.11,99.67532468,0.516528926,2.802691937,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
SL254764_bin.1,91.37166366,1.766004415,2.961589906,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Solibacillus
SL254764_bin.10,99.71098266,0,2.859642864,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae,g__Flavimobilis
SL254764_bin.19,99.36708861,2.637130802,5.278045334,Surface,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lacrimispora
SL254764_bin.3,100,3.375527426,4.156547596,Surface,Firmicutes,c__Negativicutes,o__Sporomusales,f__Thermosinaceae,g__Anaerospora
SL254764_bin.4,96.1622807,1.644736842,2.942570415,Surface,Firmicutes,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium_A
SL254764_bin.6,96.24212101,1.176470588,4.512900563,Surface,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_A
SL254764_bin.8,94.54588572,2.716277746,6.443353235,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia
SL254764_bin.9,99.03225806,7.419354839,4.044695033,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_J
SL254808_bin.1,99.71264368,0.079741379,4.492456305,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas
SL254810_bin.4,84.52907985,1.583416583,4.531151789,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL254856_bin.2,99.62121212,1.082251082,5.382532518,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_B
SL254856_bin.7,89.20650734,2.66470972,3.010157873,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
SL259825_bin.2,79.05583526,1.483113069,2.095346062,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL259827_bin.3,90.83333333,0.966386555,1.89895045,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Lawsonella
SL259829_bin.3,97.86910198,0.152207002,2.135121712,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL259829_bin.4,75.43685756,2.830920915,2.231508446,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL259836_bin.6,97.6036036,0.585585586,3.132696823,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Janibacter
SL259842_bin.6,96.73423423,0.225225225,2.36475631,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL259849_bin.3,96.98057498,0.845959596,3.580578221,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL259850_bin.2,76.34498723,1.436781609,2.282998024,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A
SL259851_bin.3,77.1108962,2.624113475,5.100711379,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus
SL259851_bin.4,79.90366089,1.156069364,3.886334211,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae,g__Actinotalea
SL259885_bin.3,81.80223285,2.073365231,2.502341009,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL259897_bin.2,79.65909091,1.893939394,4.290636938,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter
SL259897_bin.3,76.92391899,1.026272578,3.226921007,Surface,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Hydrotalea
SL259897_bin.6,80.10536244,2.130062305,5.08081021,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Aquabacterium
SL259899_bin.1,77.87771225,1.032110092,2.07492242,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Pseudoglutamicibacter
SL259902_bin.2,86.50219298,1.973684211,2.053397369,Surface,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium
SL259909_bin.3,98.65345765,0.818181818,3.427498161,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL259909_bin.4,95.27264402,1.93179836,3.146588246,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter
SL259909_bin.5,95.31914894,0.780141844,3.97672778,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus
SL259910_bin.2,98.59813084,0.654205607,4.708645662,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pelomonas
SL259912_bin.1,84.26466025,1.718737552,3.9723193,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas
SL259916_bin.2,99.56896552,0.637121455,3.446170531,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_D
SL259918_bin.3,92.64264264,0.74002574,2.093298208,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL259938_bin.1,98.28939909,1.551932825,7.302269933,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium
SL259938_bin.4,84.71886805,3.338976263,6.788917408,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus
SL259975_bin.1,99.69457821,0.095862315,2.427401958,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus
SL259975_bin.2,97.28005609,0.20080062,2.487132264,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus
SL259975_bin.3,98.65792759,0.015605493,2.503310833,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus
SL259977_bin.1,99.49494949,0,3.410106761,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium
SL259977_bin.4,98.68729361,0,2.549037377,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus
SL263353_bin.1,85.89016373,2.34440423,4.205894392,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea
SL263353_bin.2,93.48995022,1.611721612,3.178010895,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter
SL263637_bin.1,79.83545129,0.969864177,4.050760773,Surface,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
SL263637_bin.2,96.78217822,0.752003772,5.227468818,Surface,Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_G,g__Bacillus_A
SL263637_bin.3,99.33774834,0.772626932,4.811794176,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Lysinibacillus
SL263637_bin.4,100,0,4.992487,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A,f__Rhizobiaceae_A,g__Ochrobactrum_A
SL263638_bin.1,99.11684783,0.770244249,6.39811821,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL263641_bin.1,90.21103896,1.988390397,3.266487659,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
SL263641_bin.4,100,0.0456621,3.11897681,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
SL263641_bin.5,99.82437235,0.711403351,4.912835603,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea
SL263647_bin.2,99.67213115,0,4.238104424,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Erwinia
SL263647_bin.5,90.93038109,1.755671469,3.257067524,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Rosenbergiella
SL263649_bin.1,99.79234973,0.14571949,5.202564731,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea
SL263649_bin.2,100,0.355191257,4.456002668,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea
SL263649_bin.3,99.02597403,2.762199921,5.4797636,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL263650_bin.1,98.52941176,0.612745098,4.640730361,Surface,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium
SL263650_bin.3,81.88359788,2.201058201,3.55747369,Surface,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium
SL263650_bin.4,94.7609164,1.050228311,3.225312307,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
SL263650_bin.6,100,0.163934426,5.29285419,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Erwinia
SL263650_bin.7,100,0.514069264,5.235270086,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL263653_bin.3,99.95,0.2,5.402710337,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia
SL263653_bin.8,98.16017316,1.538764266,2.917413176,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
SL263654_bin.4,98.49621948,0.480072464,5.970377249,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL263658_bin.1,81.07271547,3.998292544,5.376979038,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia
SL263661_bin.1,100,0,4.362567,Surface,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium
SL263661_bin.3,99.33774834,0.331125828,4.678690953,Surface,Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Lysinibacillus
SL263662_bin.1,99.67532468,0.324675325,2.963298237,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
SL263662_bin.2,82.20797303,2.304833047,5.137431356,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_B
SL263662_bin.3,99.51298701,1.940321583,6.124899095,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL263662_bin.4,99.86947791,0.602409639,6.252011693,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Duganella
SL263665_bin.3,99.98907104,0,4.614480315,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea
SL263665_bin.4,99.82758621,0.043103448,4.03526201,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas
SL263666_bin.2,100,0.487012987,3.245408439,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
SL263666_bin.5,99.86026542,1.398386677,4.100853652,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Mixta
SL263673_bin.1,98.30747126,0.732758621,4.227211781,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas
SL263677_bin.2,79.20166177,2.002155246,4.402566381,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea
SL263677_bin.6,92.42424242,3.45043845,3.244441431,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL263678_bin.2,100,0,3.750919,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
SL263678_bin.3,100,0.086206897,4.883571025,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas
SL263678_bin.7,96.01873536,2.32654413,2.454061963,Surface,Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Carnobacterium_A
SL263678_bin.8,99.10714286,0.66344246,4.668732314,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Leclercia
