genome,completeness,contamination,length,N50
SRR14932612_bin.67.fa,79.87,1.01,2333076,10009
SRR14932612_bin.68.fa,91.27,0.94,2837446,13908
SRR14932612_bin.69.fa,70.27,0.69,534966,7381
SRR14932612_bin.70.fa,90.08,6.42,6793222,11105
SRR14932612_bin.71.fa,92.41,1.49,3603380,28042
SRR14932612_bin.73.fa,63.99,2.58,981660,2741
SRR14932612_bin.75.fa,100.0,1.43,2957511,62730
SRR14932612_bin.76.fa,63.79,2.59,2909218,4881
SRR14932612_bin.77.fa,76.28,1.19,3470118,13020
SRR14932612_bin.78.fa,95.08,6.71,3889571,6696
SRR14932612_bin.79.fa,94.64,0.89,2843934,14469
SRR14932612_bin.8.fa,98.1,0.63,4363341,61822
SRR14932612_bin.81.fa,96.78,2.48,3206301,20034
SRR14932612_bin.82.fa,64.83,0.0,3650499,18374
SRR14932612_bin.83.fa,57.23,0.0,2646774,7907
SRR14932612_bin.85.fa,68.97,3.45,3443100,25753
SRR14932612_bin.88.fa,95.0,1.58,3687526,30132
SRR14932612_bin.89.fa,86.89,3.9,2271198,8424
SRR14932612_bin.9.fa,62.65,1.39,721617,11682
SRR14932612_bin.90.fa,93.07,3.05,3314835,13481
SRR14932612_bin.91.fa,89.66,0.56,2695789,19134
SRR14932612_bin.92.fa,97.62,0.95,3256235,40407
SRR14932612_bin.94.fa,69.34,2.2,1873029,2604
SRR14932612_bin.96.fa,73.3,1.91,2874451,3925
SRR14932612_bin.97.fa,55.07,0.92,915523,2670
SRR14932612_bin.98.fa,65.17,2.48,1996745,2420
SRR14932612_bin.99.fa,61.48,1.23,1862436,2608
SRR14932613_bin.11.fa,76.68,2.69,955248,5511
SRR14932613_bin.12.fa,80.17,0.0,3474469,10727
SRR14932613_bin.13.fa,85.18,4.12,2825959,5162
SRR14932613_bin.14.fa,98.39,2.26,4045975,45052
SRR14932613_bin.16.fa,69.27,2.97,1785792,4706
SRR14932613_bin.18.fa,94.2,0.76,3379843,17397
SRR14932613_bin.19.fa,78.25,1.22,2229239,4247
SRR14932613_bin.2.fa,82.1,3.49,6775389,10539
SRR14932613_bin.20.fa,72.38,2.73,4336020,3207
SRR14932613_bin.22.fa,64.96,0.0,1016163,34440
SRR14932613_bin.23.fa,62.1,1.83,1008849,3364
SRR14932613_bin.25.fa,71.07,2.88,6547744,10019
SRR14932613_bin.26.fa,97.03,2.23,3111959,21791
SRR14932613_bin.28.fa,83.18,5.13,4484138,10894
SRR14932613_bin.29.fa,84.96,4.58,2129587,4376
SRR14932613_bin.3.fa,77.12,3.45,1976032,6815
SRR14932613_bin.30.fa,51.72,0.0,2246424,4741
SRR14932613_bin.31.fa,88.25,1.44,3581604,31843
SRR14932613_bin.34.fa,84.03,6.53,2620751,7683
SRR14932613_bin.35.fa,100.0,0.0,5681228,34947
SRR14932613_bin.36.fa,87.44,3.83,2787635,7774
SRR14932613_bin.37.fa,87.49,3.41,2908363,7440
SRR14932613_bin.38.fa,76.98,3.1,2724881,12347
SRR14932613_bin.39.fa,96.53,1.22,3008305,19054
SRR14932613_bin.40.fa,95.14,7.81,7470960,7606
SRR14932613_bin.41.fa,99.05,0.16,3682055,37506
SRR14932613_bin.42.fa,76.18,2.01,1870609,3303
SRR14932613_bin.43.fa,92.42,0.63,3909136,11228
SRR14932613_bin.44.fa,81.95,2.42,2990018,8052
SRR14932613_bin.45.fa,78.55,4.05,2536328,8334
SRR14932613_bin.47.fa,87.57,5.06,3888010,3641
SRR14932613_bin.48.fa,93.14,1.96,1992419,6904
SRR14932613_bin.49.fa,92.04,4.14,3573553,5984
SRR14932613_bin.5.fa,82.9,3.15,2484353,4773
SRR14932613_bin.50.fa,71.84,3.88,2314492,3589
SRR14932613_bin.52.fa,92.83,0.0,1989438,55434
SRR14932613_bin.54.fa,85.88,0.74,2266692,7942
SRR14932613_bin.55.fa,91.56,0.8,1947488,18017
SRR14932613_bin.56.fa,90.15,2.37,2877881,20133
SRR14932613_bin.59.fa,76.87,2.11,2144924,10181
SRR14932613_bin.6.fa,89.73,2.23,3513335,12223
SRR14932613_bin.60.fa,78.66,2.38,2317032,6107
SRR14932613_bin.61.fa,83.59,3.33,3769125,8161
SRR14932613_bin.62.fa,97.54,0.74,3429802,29976
SRR14932613_bin.63.fa,73.87,2.35,1642221,2623
SRR14932613_bin.64.fa,88.82,2.5,5703820,2601
SRR14932613_bin.65.fa,94.55,0.33,5515419,47684
SRR14932613_bin.66.fa,65.17,1.69,594238,9800
SRR14932613_bin.70.fa,91.28,0.99,2447889,15246
SRR14932613_bin.71.fa,76.02,0.86,2667206,3986
SRR14932613_bin.72.fa,72.07,4.13,4699820,2217
SRR14932613_bin.73.fa,81.33,2.84,4508153,9842
SRR14932613_bin.74.fa,97.95,1.98,3492335,46785
SRR14932613_bin.8.fa,86.16,2.74,3328616,13223
SRR14932614_bin.11.fa,63.36,1.9,2513968,6170
SRR14932614_bin.12.fa,90.34,1.95,4638142,17038
SRR14932614_bin.14.fa,87.83,4.75,4383309,7846
SRR14932614_bin.15.fa,69.96,0.0,970283,16923
SRR14932614_bin.18.fa,97.54,3.86,4097958,23375
SRR14932614_bin.19.fa,95.09,1.34,3883571,12528
SRR14932614_bin.2.fa,93.89,0.5,3107789,18932
SRR14932614_bin.20.fa,93.42,2.25,2980242,24621
SRR14932614_bin.21.fa,72.41,4.31,4129479,14404
SRR14932614_bin.23.fa,55.63,1.11,1793012,4456
SRR14932614_bin.25.fa,92.31,6.37,3370004,15678
SRR14932614_bin.26.fa,98.1,0.48,2944613,73072
SRR14932614_bin.27.fa,89.6,2.21,2871158,14711
SRR14932614_bin.28.fa,88.05,5.78,2347831,8656
SRR14932614_bin.29.fa,74.57,0.87,2727536,4820
SRR14932614_bin.3.fa,62.07,1.72,1907977,9504
SRR14932614_bin.31.fa,72.45,3.33,2279607,3032
SRR14932614_bin.32.fa,93.33,5.99,6658640,5317
SRR14932614_bin.33.fa,87.04,2.78,1792982,9006
SRR14932614_bin.34.fa,86.05,4.06,2710629,5940
SRR14932614_bin.35.fa,86.15,0.48,2566628,9517
SRR14932614_bin.37.fa,85.54,3.04,4089293,7141
SRR14932614_bin.38.fa,94.94,1.42,2537335,32588
SRR14932614_bin.39.fa,91.05,5.41,2633532,26962
SRR14932614_bin.4.fa,98.36,1.93,4277624,18990
SRR14932614_bin.40.fa,74.95,2.61,2460658,4664
SRR14932614_bin.41.fa,90.34,3.35,7951886,11191
SRR14932614_bin.42.fa,79.57,1.45,3024387,3090
SRR14932614_bin.44.fa,93.3,1.29,3182708,19247
SRR14932614_bin.46.fa,96.15,1.97,2929269,25090
SRR14932614_bin.47.fa,82.92,1.98,3723414,6122
SRR14932614_bin.48.fa,91.41,1.55,2778018,13740
SRR14932614_bin.49.fa,80.41,5.17,1015302,6323
SRR14932614_bin.5.fa,79.05,1.89,2434055,5658
SRR14932614_bin.51.fa,94.09,0.0,2382651,32241
SRR14932614_bin.52.fa,79.78,1.12,1182771,27916
SRR14932614_bin.54.fa,92.24,1.23,2555708,15415
SRR14932614_bin.55.fa,85.55,4.95,6561557,17018
SRR14932614_bin.56.fa,90.0,2.84,3192514,20224
SRR14932614_bin.58.fa,68.18,2.3,4563836,2419
SRR14932614_bin.59.fa,95.05,0.74,3766280,29226
SRR14932614_bin.6.fa,65.67,1.71,979101,2706
SRR14932614_bin.60.fa,75.56,2.46,1532527,3167
SRR14932614_bin.61.fa,83.14,4.12,3297028,9191
SRR14932614_bin.62.fa,61.62,2.07,733562,3366
SRR14932614_bin.63.fa,64.79,0.0,683409,12909
SRR14932614_bin.64.fa,91.67,3.07,3730875,35604
SRR14932614_bin.65.fa,57.84,0.87,1139099,5211
SRR14932614_bin.67.fa,71.16,3.83,2002413,3114
SRR14932614_bin.68.fa,74.47,2.44,1772999,3985
SRR14932614_bin.69.fa,69.95,1.21,1590634,4905
SRR14932614_bin.71.fa,98.11,0.49,3453078,19859
SRR14932614_bin.72.fa,71.2,3.25,1608940,2701
SRR14932614_bin.73.fa,82.03,0.63,636418,14544
SRR14932614_bin.74.fa,54.31,0.0,2129130,3313
SRR14932614_bin.75.fa,94.94,1.98,3335409,26075
SRR14932614_bin.76.fa,94.39,0.69,2501144,14247
SRR14932614_bin.77.fa,90.98,4.23,2502222,7918
SRR14932614_bin.78.fa,92.85,3.08,3097138,11186
SRR14932614_bin.79.fa,87.96,3.09,3097019,6364
SRR14932614_bin.8.fa,58.26,0.43,777863,17250
SRR14932614_bin.80.fa,83.1,4.39,2400247,21288
SRR14932614_bin.81.fa,93.99,4.7,3716698,7801
SRR14932614_bin.82.fa,87.75,1.9,2491582,5488
SRR14932614_bin.83.fa,94.83,0.84,2617390,18888
SRR14932614_bin.84.fa,72.34,1.72,2598946,3453
SRR14932614_bin.85.fa,54.3,0.58,1062778,2310
SRR14932614_bin.86.fa,62.46,2.19,2933687,1975
SRR14932614_bin.9.fa,74.91,1.97,2419995,3611
SRR14932615_bin.1.fa,79.56,2.6,2446714,4704
SRR14932615_bin.10.fa,94.57,7.29,5068934,19485
SRR14932615_bin.13.fa,95.49,4.15,2796639,13122
SRR14932615_bin.14.fa,86.67,6.14,3419406,7589
SRR14932615_bin.15.fa,95.05,2.65,9828635,14822
SRR14932615_bin.16.fa,81.94,2.4,2541413,4585
SRR14932615_bin.17.fa,86.63,1.68,2297131,12853
SRR14932615_bin.2.fa,94.19,6.67,4623260,24172
SRR14932615_bin.22.fa,59.59,0.0,4489819,4990
SRR14932615_bin.25.fa,81.1,4.79,3147074,4353
SRR14932615_bin.26.fa,89.76,3.11,3451994,9149
SRR14932615_bin.29.fa,63.39,2.0,3260571,2648
SRR14932615_bin.3.fa,65.4,2.69,1513759,2581
SRR14932615_bin.4.fa,85.29,2.29,3016647,7546
SRR14932615_bin.6.fa,77.3,3.62,2480697,3061
SRR14932615_bin.8.fa,93.26,4.78,3651510,8529
SRR14932616_bin.10.fa,58.62,0.0,2289110,7508
SRR14932616_bin.16.fa,72.95,3.65,3453374,4958
SRR14932616_bin.17.fa,92.36,2.99,3305419,35432
SRR14932616_bin.18.fa,86.34,6.57,6161058,6184
SRR14932616_bin.20.fa,92.94,3.08,4090371,9838
SRR14932616_bin.22.fa,88.16,3.78,2381904,9008
SRR14932616_bin.23.fa,89.95,1.92,7482755,8087
SRR14932616_bin.24.fa,60.1,1.44,2416488,2055
SRR14932616_bin.27.fa,84.46,1.59,3165913,6487
SRR14932616_bin.3.fa,55.7,0.41,1916090,1690
SRR14932616_bin.5.fa,69.46,0.0,4036477,9571
SRR14932616_bin.6.fa,91.12,0.96,2708143,16030
SRR14932617_bin.1.fa,88.26,2.6,3097917,8952
SRR14932617_bin.10.fa,96.82,0.96,4824242,25127
SRR14932617_bin.11.fa,79.48,0.86,2713612,5982
SRR14932617_bin.12.fa,90.34,4.18,2105517,13673
SRR14932617_bin.13.fa,52.57,0.0,2675876,2462
SRR14932617_bin.14.fa,81.08,1.5,2012953,4118
SRR14932617_bin.15.fa,82.29,0.5,4131732,7581
SRR14932617_bin.16.fa,59.48,0.93,3546362,8178
SRR14932617_bin.17.fa,90.47,1.22,2636972,10399
SRR14932617_bin.19.fa,96.76,0.54,2476635,21078
SRR14932617_bin.2.fa,57.44,0.88,2353790,5423
SRR14932617_bin.20.fa,75.84,3.61,754208,4203
SRR14932617_bin.21.fa,80.66,0.76,2659683,4306
SRR14932617_bin.24.fa,91.97,3.29,3760487,10818
SRR14932617_bin.26.fa,87.04,2.24,2240490,8950
SRR14932617_bin.27.fa,95.54,1.29,2697177,9354
SRR14932617_bin.28.fa,81.43,4.22,1789578,3334
SRR14932617_bin.3.fa,86.19,4.25,2597219,11463
SRR14932617_bin.33.fa,72.22,2.93,2752319,3940
SRR14932617_bin.5.fa,74.56,1.75,3316320,11055
SRR14932617_bin.6.fa,77.76,0.0,2356224,7754
SRR14932617_bin.8.fa,66.08,2.87,1810892,6494
SRR14932617_bin.9.fa,87.43,3.74,2570232,6845
SRR14932619_bin.1.fa,95.58,1.23,2577595,14347
SRR14932619_bin.10.fa,90.72,1.62,3459985,8486
SRR14932619_bin.11.fa,58.92,1.12,607666,2410
SRR14932619_bin.12.fa,83.57,3.85,3280992,10905
SRR14932619_bin.13.fa,85.27,3.44,1923386,11149
SRR14932619_bin.14.fa,62.13,0.0,3061790,3241
SRR14932619_bin.15.fa,76.72,3.45,3413932,23820
SRR14932619_bin.17.fa,58.97,0.0,3346190,20883
SRR14932619_bin.18.fa,81.02,4.32,2938520,14527
SRR14932619_bin.2.fa,82.45,3.84,2882749,4746
SRR14932619_bin.20.fa,87.18,2.61,3258265,17807
SRR14932619_bin.21.fa,84.67,2.27,6416806,8580
SRR14932619_bin.22.fa,91.98,3.69,2847900,13144
SRR14932619_bin.24.fa,67.07,1.89,1741678,2551
SRR14932619_bin.25.fa,83.85,4.95,2826805,16056
SRR14932619_bin.26.fa,98.51,0.74,4575525,68905
SRR14932619_bin.29.fa,88.08,2.81,3094265,8677
SRR14932619_bin.3.fa,90.23,2.94,5086028,8241
SRR14932619_bin.30.fa,70.67,2.72,4161695,3351
SRR14932619_bin.34.fa,60.0,0.77,2046053,1855
SRR14932619_bin.36.fa,92.68,2.67,3742671,22383
SRR14932619_bin.38.fa,67.73,3.54,1905620,2778
SRR14932619_bin.4.fa,72.41,0.0,2864734,5222
SRR14932619_bin.41.fa,72.81,2.22,1937256,2613
SRR14932619_bin.42.fa,53.06,0.0,2033799,3046
SRR14932619_bin.5.fa,74.87,0.89,3015516,2517
SRR14932619_bin.6.fa,74.65,1.75,2568770,6244
SRR14932619_bin.7.fa,63.28,0.53,1711206,7554
SRR14932619_bin.8.fa,90.69,5.02,2661737,6257
SRR14932619_bin.9.fa,99.26,0.6,4709158,51665
SRR14932620_bin.10.fa,58.04,0.31,2903109,3597
SRR14932620_bin.11.fa,86.7,2.56,3151575,9594
SRR14932620_bin.12.fa,59.44,0.45,2169560,6727
SRR14932620_bin.13.fa,99.06,2.42,4211446,44676
SRR14932620_bin.15.fa,90.32,4.76,3574617,5404
SRR14932620_bin.16.fa,50.32,0.0,1643531,2445
SRR14932620_bin.17.fa,94.49,3.21,3750035,10610
SRR14932620_bin.18.fa,84.03,2.59,4333555,6795
SRR14932620_bin.19.fa,97.44,5.56,3436600,10461
SRR14932620_bin.2.fa,96.53,0.99,4663937,15990
SRR14932620_bin.20.fa,89.32,2.97,3428252,11445
SRR14932620_bin.21.fa,79.97,1.97,2202578,4582
SRR14932620_bin.22.fa,98.97,1.58,2644537,18825
SRR14932620_bin.24.fa,78.31,2.2,2491928,6657
SRR14932620_bin.26.fa,78.38,2.4,2789495,3568
SRR14932620_bin.6.fa,94.4,2.23,3990832,10503
SRR14932620_bin.7.fa,86.53,3.86,3605582,9569
SRR14932620_bin.9.fa,70.8,0.84,2516911,6109
SRR14932625_bin.1.fa,91.62,2.25,4464533,9745
SRR14932625_bin.11.fa,62.95,1.41,1729130,3487
SRR14932625_bin.12.fa,84.31,2.13,2221874,7946
SRR14932625_bin.13.fa,79.24,4.6,2677025,8122
SRR14932625_bin.14.fa,98.58,0.52,4014678,102866
SRR14932625_bin.15.fa,61.32,0.34,2250833,14148
SRR14932625_bin.16.fa,58.46,1.4,5745658,3179
SRR14932625_bin.17.fa,91.61,4.07,7861748,9001
SRR14932625_bin.18.fa,81.55,1.87,1188525,18718
SRR14932625_bin.19.fa,61.93,0.61,1126776,2207
SRR14932625_bin.2.fa,99.15,0.85,2657345,35031
SRR14932625_bin.20.fa,76.96,1.96,2242697,5129
SRR14932625_bin.21.fa,100.0,0.0,3288647,82478
SRR14932625_bin.22.fa,83.65,5.04,2401780,7288
SRR14932625_bin.23.fa,59.66,0.0,2469869,12341
SRR14932625_bin.24.fa,82.95,5.28,2996283,6746
SRR14932625_bin.25.fa,98.03,1.97,2241100,41925
SRR14932625_bin.28.fa,74.06,4.5,2739288,3946
SRR14932625_bin.29.fa,95.7,0.99,3563031,16828
SRR14932625_bin.3.fa,79.97,1.72,3720182,7280
SRR14932625_bin.30.fa,86.41,2.2,2622758,6594
SRR14932625_bin.31.fa,62.59,1.71,1832601,9743
SRR14932625_bin.32.fa,98.92,1.08,3427788,30721
SRR14932625_bin.33.fa,68.37,1.7,3794338,5023
SRR14932625_bin.35.fa,94.1,0.96,3408435,24238
SRR14932625_bin.37.fa,95.14,3.42,3403329,14917
SRR14932625_bin.4.fa,79.3,3.08,6330367,5623
SRR14932625_bin.40.fa,86.8,5.1,5514727,6584
SRR14932625_bin.41.fa,95.84,3.36,3362368,9694
SRR14932625_bin.42.fa,78.17,2.48,1873116,3346
SRR14932625_bin.43.fa,83.71,3.58,3156822,7607
SRR14932625_bin.44.fa,89.86,1.11,3426616,20363
SRR14932625_bin.46.fa,96.04,0.74,3244312,44733
SRR14932625_bin.47.fa,84.35,1.01,3741321,6726
SRR14932625_bin.48.fa,59.63,0.82,2441898,1923
SRR14932625_bin.49.fa,73.71,2.06,1635591,24052
SRR14932625_bin.5.fa,82.54,4.51,2557192,2896
SRR14932625_bin.51.fa,88.39,6.47,6673383,9563
SRR14932625_bin.6.fa,91.82,5.56,2146227,12307
SRR14932625_bin.8.fa,89.04,2.88,3249954,7944
SRR14932625_bin.9.fa,98.54,0.35,4189982,59024
SRR14932626_bin.1.fa,87.13,5.0,3649150,4308
SRR14932626_bin.10.fa,77.06,3.05,3479931,14330
SRR14932626_bin.11.fa,89.22,0.52,3566707,110449
SRR14932626_bin.12.fa,87.3,4.34,2541614,6275
SRR14932626_bin.13.fa,86.52,4.81,4069518,29322
SRR14932626_bin.14.fa,82.34,3.53,2725045,10765
SRR14932626_bin.15.fa,77.5,2.6,2431668,9211
SRR14932626_bin.16.fa,97.12,1.91,4271173,19074
SRR14932626_bin.17.fa,91.46,2.24,4274302,11040
SRR14932626_bin.18.fa,83.37,3.65,4425635,7911
SRR14932626_bin.19.fa,94.33,3.98,3192756,9658
SRR14932626_bin.2.fa,93.6,0.51,2206180,9144
SRR14932626_bin.20.fa,82.78,1.13,2588571,18191
SRR14932626_bin.21.fa,95.03,2.7,2904654,28146
SRR14932626_bin.23.fa,84.53,1.7,2477461,4094
SRR14932626_bin.25.fa,65.19,3.03,3627972,3764
SRR14932626_bin.3.fa,92.97,0.81,3984413,53788
SRR14932626_bin.5.fa,82.99,0.61,3756769,3493
SRR14932626_bin.6.fa,88.41,1.48,2213553,5548
SRR14932626_bin.7.fa,90.97,5.09,2124106,12857
SRR14932626_bin.8.fa,78.57,1.16,2742837,3280
SRR14932626_bin.9.fa,71.47,3.58,2631057,10294
SRR14932629_bin.1.fa,62.7,0.0,2802323,2629
SRR14932629_bin.10.fa,90.09,3.89,3372053,12905
SRR14932629_bin.11.fa,84.91,5.98,2622055,4316
SRR14932629_bin.13.fa,83.28,0.76,2961460,4607
SRR14932629_bin.15.fa,70.61,2.18,2873649,3963
SRR14932629_bin.16.fa,82.68,2.82,3017611,5345
SRR14932629_bin.18.fa,84.66,3.8,3278434,4558
SRR14932629_bin.19.fa,83.14,0.58,3016567,5153
SRR14932629_bin.21.fa,89.15,2.0,3608008,15352
SRR14932629_bin.22.fa,92.54,2.19,2610878,7604
SRR14932629_bin.23.fa,85.75,1.1,3933090,5541
SRR14932629_bin.24.fa,77.96,1.16,2498145,6766
SRR14932629_bin.25.fa,91.64,1.15,3542653,13275
SRR14932629_bin.26.fa,79.94,4.39,2581915,4844
SRR14932629_bin.27.fa,81.96,2.46,2394512,6724
SRR14932629_bin.28.fa,76.99,3.01,6680843,4600
SRR14932629_bin.29.fa,78.98,2.39,4426859,4216
SRR14932629_bin.30.fa,77.01,0.76,1995270,2728
SRR14932629_bin.31.fa,80.53,1.78,2713341,3293
SRR14932629_bin.32.fa,97.03,2.48,3582036,27135
SRR14932629_bin.33.fa,97.75,0.07,2843967,32044
SRR14932629_bin.34.fa,95.25,0.56,3182359,24066
SRR14932629_bin.4.fa,77.91,5.0,4760233,11587
SRR14932629_bin.6.fa,80.47,1.08,3453806,7821
SRR14932629_bin.7.fa,94.55,1.4,2942154,14971
SRR14932629_bin.8.fa,75.89,1.97,2704891,3387
SRR14932630_bin.10.fa,96.7,3.3,4376443,72431
SRR14932630_bin.11.fa,71.82,2.96,2626842,4330
SRR14932630_bin.12.fa,98.64,0.25,5596415,55583
SRR14932630_bin.13.fa,98.57,0.0,3811225,43996
SRR14932630_bin.14.fa,67.5,1.84,3197702,4839
SRR14932630_bin.15.fa,85.3,2.78,2039696,5561
SRR14932630_bin.16.fa,63.27,1.14,4265484,3949
SRR14932630_bin.17.fa,93.97,1.96,3922854,6549
SRR14932630_bin.19.fa,97.03,0.99,3503676,19998
SRR14932630_bin.20.fa,70.83,3.89,780460,25232
SRR14932630_bin.22.fa,93.51,1.67,4585220,11259
SRR14932630_bin.24.fa,74.67,4.23,5933100,5730
SRR14932630_bin.25.fa,94.87,1.42,3158964,19326
SRR14932630_bin.26.fa,59.23,1.18,2463833,2833
SRR14932630_bin.3.fa,70.01,4.0,2443078,3763
SRR14932630_bin.4.fa,73.89,2.03,3136285,4088
SRR14932630_bin.6.fa,83.91,3.3,3042081,9547
SRR14932630_bin.7.fa,85.73,3.85,4625770,5222
SRR14932630_bin.8.fa,58.86,0.0,2746832,5871
SRR14932631_bin.1.fa,76.36,3.75,2425221,8815
SRR14932631_bin.10.fa,97.16,1.9,1394735,53751
SRR14932631_bin.11.fa,57.24,0.78,1243778,5512
SRR14932631_bin.13.fa,91.64,1.74,3729866,13071
SRR14932631_bin.14.fa,91.62,0.87,3547395,16158
SRR14932631_bin.15.fa,97.74,2.55,9972025,18610
SRR14932631_bin.16.fa,57.21,0.66,2471888,2795
SRR14932631_bin.18.fa,89.41,3.86,3277177,8503
SRR14932631_bin.2.fa,82.61,2.9,1346202,4811
SRR14932631_bin.20.fa,83.31,0.71,2245992,3347
SRR14932631_bin.21.fa,92.18,1.63,3388443,9074
SRR14932631_bin.22.fa,96.04,1.49,3265252,24064
SRR14932631_bin.24.fa,62.0,0.0,819969,6160
SRR14932631_bin.25.fa,77.64,2.0,3559174,4855
SRR14932631_bin.26.fa,87.51,3.56,3633346,16512
SRR14932631_bin.27.fa,82.63,3.35,3688613,5024
SRR14932631_bin.28.fa,79.4,0.24,1226129,3453
SRR14932631_bin.3.fa,90.03,4.46,3188465,14127
SRR14932631_bin.30.fa,89.32,4.49,3546471,6571
SRR14932631_bin.31.fa,97.54,0.55,3922152,24781
SRR14932631_bin.32.fa,66.55,2.59,3305109,3847
SRR14932631_bin.33.fa,97.03,0.99,4104346,52251
SRR14932631_bin.35.fa,81.65,2.0,3618326,13924
SRR14932631_bin.37.fa,64.42,1.71,4276403,2277
SRR14932631_bin.38.fa,96.99,3.3,3985737,11651
SRR14932631_bin.39.fa,96.71,0.18,4577137,7015
SRR14932631_bin.4.fa,62.85,0.59,2602333,2581
SRR14932631_bin.41.fa,66.46,2.57,4595378,1774
SRR14932631_bin.42.fa,92.93,1.28,3870687,13141
SRR14932631_bin.45.fa,95.32,2.63,3453420,13977
SRR14932631_bin.46.fa,93.81,1.76,2986416,36351
SRR14932631_bin.47.fa,83.63,1.55,2922636,12833
SRR14932631_bin.50.fa,73.68,0.0,2763077,6378
SRR14932631_bin.51.fa,70.3,0.71,2107124,8320
SRR14932631_bin.52.fa,91.36,3.86,2557277,10825
SRR14932631_bin.53.fa,66.57,1.26,3125463,2937
SRR14932631_bin.54.fa,94.38,3.33,4053732,15256
SRR14932631_bin.55.fa,89.78,4.52,3325485,4997
SRR14932631_bin.57.fa,96.23,1.97,4092188,5482
SRR14932631_bin.59.fa,82.84,5.9,4468502,9383
SRR14932631_bin.6.fa,84.24,3.04,3072398,9355
SRR14932631_bin.60.fa,77.45,4.84,2392117,2195
SRR14932631_bin.61.fa,94.31,3.0,3473876,23088
SRR14932631_bin.62.fa,93.21,3.31,3836144,16390
SRR14932631_bin.7.fa,79.19,1.93,2341869,3533
SRR14932631_bin.8.fa,77.18,1.46,3118453,8916
SRR14932631_bin.9.fa,86.61,2.51,3016018,28272
SRR14932635_bin.1.fa,89.9,4.46,8008595,8233
SRR14932635_bin.10.fa,96.38,0.51,5735814,12993
SRR14932635_bin.11.fa,90.18,0.99,3082449,4520
SRR14932635_bin.12.fa,88.1,5.45,6167127,14184
SRR14932635_bin.13.fa,73.48,0.0,1102199,6822
SRR14932635_bin.14.fa,98.72,2.39,5695395,63223
SRR14932635_bin.15.fa,94.08,0.87,2444745,39241
SRR14932635_bin.16.fa,94.93,1.24,6120364,14070
SRR14932635_bin.17.fa,88.39,3.69,4882192,11262
SRR14932635_bin.18.fa,86.14,1.31,2643599,5374
SRR14932635_bin.19.fa,52.63,0.0,1465482,12535
SRR14932635_bin.20.fa,80.09,5.45,4268511,6001
SRR14932635_bin.21.fa,72.1,1.83,4708464,3795
SRR14932635_bin.22.fa,76.43,0.0,1453458,16384
SRR14932635_bin.23.fa,85.28,3.81,3310189,5782
SRR14932635_bin.26.fa,77.95,1.38,1659820,6138
SRR14932635_bin.27.fa,60.49,1.19,3061692,1991
SRR14932635_bin.28.fa,81.17,3.75,3863798,4445
SRR14932635_bin.3.fa,70.97,2.3,2423086,2555
SRR14932635_bin.30.fa,68.03,3.51,4434971,2138
SRR14932635_bin.31.fa,95.52,1.98,4834610,19913
SRR14932635_bin.33.fa,75.94,0.91,4923578,9797
SRR14932635_bin.35.fa,81.18,1.72,993002,31447
SRR14932635_bin.37.fa,68.27,1.49,2414668,5189
SRR14932635_bin.38.fa,70.16,3.03,2707877,8118
SRR14932635_bin.39.fa,83.91,5.0,5077449,5317
SRR14932635_bin.40.fa,70.04,2.1,2831046,2287
SRR14932635_bin.41.fa,93.76,3.86,4439953,18345
SRR14932635_bin.42.fa,94.96,3.26,4804120,16174
SRR14932635_bin.43.fa,97.52,1.98,3675280,46781
SRR14932635_bin.44.fa,84.64,3.8,6793293,9121
SRR14932635_bin.45.fa,86.19,2.24,4050605,8165
SRR14932635_bin.46.fa,87.9,2.69,3201017,4834
SRR14932635_bin.48.fa,80.87,1.24,3526177,5714
SRR14932635_bin.49.fa,93.43,0.18,5074632,8598
SRR14932635_bin.5.fa,75.16,1.4,6928301,4474
SRR14932635_bin.50.fa,77.51,2.83,2991756,7172
SRR14932635_bin.51.fa,89.32,3.87,9217208,8418
SRR14932635_bin.52.fa,65.46,2.59,786530,10671
SRR14932635_bin.55.fa,58.21,0.6,2025616,2598
SRR14932635_bin.58.fa,90.77,1.01,1892435,39433
SRR14932635_bin.59.fa,84.57,5.76,3688487,8416
SRR14932635_bin.6.fa,83.62,0.0,4001860,11038
SRR14932635_bin.7.fa,76.88,1.79,2248967,4289
SRR14932635_bin.9.fa,79.78,1.72,3671136,8637
SRR14932636_bin.12.fa,95.31,0.5,4411360,17511
SRR14932636_bin.14.fa,59.89,1.48,2503599,5282
SRR14932636_bin.15.fa,68.01,3.39,4305427,4685
SRR14932636_bin.16.fa,97.17,1.64,2730774,19609
SRR14932636_bin.18.fa,71.38,2.24,3431201,2053
SRR14932636_bin.19.fa,74.6,4.4,3499349,5406
SRR14932636_bin.2.fa,73.28,0.86,3519214,22431
SRR14932636_bin.25.fa,72.41,1.72,2200305,5482
SRR14932636_bin.26.fa,87.04,3.04,2588171,8382
SRR14932636_bin.27.fa,79.84,4.4,2893192,12942
SRR14932636_bin.3.fa,77.21,3.04,3356422,3927
SRR14932636_bin.31.fa,94.82,2.23,4301374,20734
SRR14932636_bin.32.fa,53.51,0.0,3641151,2627
SRR14932636_bin.33.fa,91.62,1.42,4158924,13052
SRR14932636_bin.4.fa,82.67,0.5,3407733,5679
SRR14932636_bin.5.fa,97.36,0.5,3842978,25696
SRR14932636_bin.6.fa,97.16,0.55,3011242,30982
